Document Name,Fund,Share classes,ISINs,Audience,ID path,Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fact Sheet,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Austria Professional Investor, Germany Professional Investor, Switzerland Qualified Investor,https://www.ftglobalportfolios.com/srp/documents-id/366a038f-c739-4b00-ba57-1d9d0060fdeb/FactSheet.pdf,German,,,,,,,,,,,,,,,,,,,,,,,,,,
Fact Sheet,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,France Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/4c03194c-3a96-43eb-8924-f3464678e80e/FactSheet.pdf,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fact Sheet,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Luxembourg Professional Investor, Belgium Professional Investor, Switzerland Qualified Investor,https://www.ftglobalportfolios.com/srp/documents-id/6ddde0af-89a4-48f8-bf32-48614c87580d/FactSheet.pdf,French,,,,,,,,,,,,,,,,,,,,,,,,,,
Fact Sheet,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Italy Professional Investor, Switzerland Qualified Investor,https://www.ftglobalportfolios.com/srp/documents-id/59e07fa4-6b35-4ac5-b59c-58d846975e3a/FactSheet.pdf,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,UK Retail Investor, UK Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/bcb69acf-f470-4c5a-8d0b-310cb93fb476/KIID.pdf,English,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Finland Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/0c6af95a-3493-42be-a5dc-0d3205ac91ed/KIID.pdf,Finnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Luxembourg Professional Investor, France Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/90b376d8-77f2-484f-a9ef-5beae6bb9f42/KIID.pdf,French,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Iceland Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/ddb81f16-af83-4ee4-83d1-dbdc61921d31/KIID.pdf,Icelandic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Switzerland Qualified Investor,https://www.ftglobalportfolios.com/srp/documents-id/200221e3-9429-41fc-99b4-7218fc66cd87/KIID.pdf,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCITS KIID,Vest U.S. Equity Buffer UCITS ETF - January,First Trust Vest U.S. Equity Buffer UCITS ETF, January A Acc USD,IE000MDKBOB3,Italy Professional Investor,https://www.ftglobalportfolios.com/srp/documents-id/23dde8c9-c56c-4e0d-8076-e7c507823b97/KIID.pdf,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,
